Country Code,Country Name,Year of data,United Nations Region,World Bank Income Status,Food Vehicle,Mandatory Fortification,Mandatory Fortification Source English,Mandatory Fortification Comment,Fortification Year,Fortification Year Source English,Fortification Year Comment,Effective Year,Effective Year Source English,Effective Year Comment,Voluntary Fortification,Voluntary Fortification Year,Voluntary Fortification Source English,Voluntary Fortification Comment,Legislation scope types,Comment on legislation scope types,Legislation scope origins - Domestically Produced,Legislation scope origins - Imports,Legislation scope origins - Exports,Comment on legislation scope origins,Legislation scope uses - Household,Legislation scope uses - Processed food,Legislation scope uses - Animal feed,Legislation scope uses - Donated food,Comment on legislation scope uses,Source of legislation scope data in original language,Source of legislation scope data in English,External monitoring protocol,Source of external monitoring protocol data in original language,Source of external monitoring protocol data in English,Comment on external monitoring protocol data,Import monitoring protocol,Source of import monitoring protocol data in original language,Source of import monitoring protocol data in English,Comment on import monitoring protocol data
195,Senegal,2000,Africa,Lower middle income,Salt,YES,"The President of the Republic. Decree making salt iodization compulsory: 2000:1154.  Republic of Senegal. 29/December/2000. Amendment: Minister of Health and Social Action and the Minister of Trade, Informal Sector, Consumption, Promotion of Local Products and of SMEs. Interministerial decree modifying the standards of iodized salt. No 14613. Republic of Senegal. 15/September/2014","Amendment of 2014 updates required iodine levels in line with the 2012 standard. However the 2014 amendment applies to salt for export whereas in the 2012 standard salt for export is excluded. Decree of 2000 recognises ECOWAS Resolution A/RES/5/8/94 on the Mandatory Iodisation of Salt in ECOWAS Member States ""suggests that....all Member States should enact by the end of 1994, laws making it mandatory to iodise salt produced and imported for human or animal consumption...."" [shorturl.at/fpqRU]",2000,The President of the Republic. Decree making salt iodization compulsory: 2000:1154.  Republic of Senegal. 29/December/2000.,,2000,,,NO,0,,,All,Article 1: Salt iodization is mandatory. It applies to all salt regardless of destination or origin,Domestically produced,Imports,Exports,Article 1: Salt iodization is mandatory. It applies to all salt regardless of destination or origin,Household,Processed food,Animal feed,,Article 1: Salt iodization is mandatory. It applies to all salt regardless of destination or origin,"The President of the Republic. Decree making salt iodization compulsory: 2000:1154.  Republic of Senegal. 29/December/2000. Amendment: Minister of Health and Social Action and the Minister of Trade, Informal Sector, Consumption, Promotion of Local Products and of SMEs. Interministerial decree modifying the standards of iodized salt. No 14613. Republic of Senegal. 15/September/2014","The President of the Republic. Decree making salt iodization compulsory: 2000:1154.  Republic of Senegal. 29/December/2000. Amendment: Minister of Health and Social Action and the Minister of Trade, Informal Sector, Consumption, Promotion of Local Products and of SMEs. Interministerial decree modifying the standards of iodized salt. No 14613. Republic of Senegal. 15/September/2014",Unknown,"Worldatlas. The World's Top Salt Producing Countries. Extracted 20/August/2020. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 20/August/2020. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 20/August/2020. [https://bit.ly/3ggeya3]","Worldatlas. The World's Top Salt Producing Countries. Extracted 20/August/2020. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 20/August/2020. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 20/August/2020. [https://bit.ly/3ggeya3]",Country is salt producing. Hence we assume having an external monitoring protocol is applicable.,Unknown,"IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]","IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]",Country is a salt importer. Hence we assume having an import monitoring protocol is applicable.
195,Senegal,2009,Africa,Lower middle income,Wheat flour,YES,Ministry of Commerce. Decree No. 2009-872 of 10 September 2009 requiring the application of the standards on vitamin A-enriched refined edible oils and soft wheat flour fortified with iron and folic acid. Republic of Senegal. 05/October/2009.,,2009,Ministry of Commerce. Decree No. 2009-872 of 10 September 2009 requiring the application of the standards on vitamin A-enriched refined edible oils and soft wheat flour fortified with iron and folic acid. Republic of Senegal. 05/October/2009.,,2009,,,NO,0,,,Subset,"Page 4 ""It applies to wheat flour obtained from species Triticum aestivum (wheat) or L Triticum compactum HOST. (club wheat), or a mixture of both. It does not apply: to products made from durum wheat (Triticum durum DESF) alone or in combination with another wheat; the whole coarse wheat, the flour or semolina (farina) obtained from soft wheat (Triticum aestivum L) or club wheat (Triticum compactum HOST) or a mixture thereof; to the wheat flour used as a brewing adjunct or for the manufacture of starch and / or gluten"".",Domestically produced,Imports,,Not stipulated; it was assumed that domestically produced and imported flour must be fortified and exported flour does not need to be fortified.,Household,Processed food,,,"Page 4 ""This standard lays down the specifications for common wheat flour fortified with iron and vitamin B9 intended for human consumption."" 4.8 The iron fortified flour and vitamin B9 flour covered by this standard are for type 55: breadmaking flour: flour for the manufacture of modern bakery bread (maximum ash content: 0.60% material dried).""","No author. Senegalese Standard NS03-052, Revision 3 July 2013, Common wheat flour fortified with iron and vitamin B9, Specifications. Senegal. 03/July/2013.","No author. Senegalese Standard NS03-052, Revision 3 July 2013, Common wheat flour fortified with iron and vitamin B9, Specifications. Senegal. 03/July/2013.",Yes,"Ministry of Commerce, Industry and Informal Sector, Department of Domestic Trade. Manual of Procedures, Controle de Qualite des Huiles et Farines Enrichies. Senegal. December/2012.","Ministry of Commerce, Industry and Informal Sector, Department of Domestic Trade. Manual of Procedures, Controle de Qualite des Huiles et Farines Enrichies. Senegal. December/2012.",Detailed external monitoring procedures start on PDF page 15,Yes,"Ministry of Commerce, Industry and Informal Sector, Department of Domestic Trade. Manual of Procedures, Controle de Qualite des Huiles et Farines Enrichies. Senegal. December/2012.","Ministry of Commerce, Industry and Informal Sector, Department of Domestic Trade. Manual of Procedures, Controle de Qualite des Huiles et Farines Enrichies. Senegal. December/2012.",Detailed import monitoring procedures start on PDF page 21
272,Serbia,0,Europe,Upper middle income,Maize flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
272,Serbia,0,Europe,Upper middle income,Oil,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
272,Serbia,0,Europe,Upper middle income,Rice,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
272,Serbia,2005,Europe,Upper middle income,Salt,YES,No author. Regulation on quality and other requirements for salt for human consumption and salt for food production. Official Gazette of SCG No. 31/2005. Serbia. 2005,,2005,No author. Regulation on quality and other requirements for salt for human consumption and salt for food production. Official Gazette of SCG No. 31/2005. Serbia. 2005,,2005,,,NO,0,,,All,"Human consumption salt, is sea salt, evaporated or rock salt, which meets the requiements laid down in Article 6 of this Regulation and which must be iodinated in accordance with Article 7 of this Regulation",Domestically produced,Imports,,As origins were not specified it was assumed the scope of the law applies to all domestically produced and imported product and excludes exports,Household,Processed food,,,"Human consumption salt, is sea salt, evaporated or rock salt, which meets the requiements laid down in Article 6 of this Regulation and which must be iodinated in accordance with Article 7 of this Regulation",No author. Regulation on quality and other requirements for salt for human consumption and salt for food production. Official Gazette of SCG No. 31/2005. Serbia. 2005,No author. Regulation on quality and other requirements for salt for human consumption and salt for food production. Official Gazette of SCG No. 31/2005. Serbia. 2005,Unknown,"Worldatlas. The World's Top Salt Producing Countries. Extracted 20/August/2020. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 20/August/2020. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 20/August/2020. [https://bit.ly/3ggeya3]","Worldatlas. The World's Top Salt Producing Countries. Extracted 20/August/2020. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 20/August/2020. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 20/August/2020. [https://bit.ly/3ggeya3]",Country is salt producing. Hence we assume having an external monitoring protocol is applicable.,Unknown,"IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]","IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]",Country is a salt importer. Hence we assume having an import monitoring protocol is applicable.
272,Serbia,0,Europe,Upper middle income,Wheat flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
196,Seychelles,0,Africa,High income,Maize flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
196,Seychelles,0,Africa,High income,Oil,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
196,Seychelles,0,Africa,High income,Rice,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
196,Seychelles,0,Africa,High income,Salt,UNKNOWN,,"Comoros is a member of the Common Market for Eastern and Southern Africa (COMESA) which has a harmonized standard indicating that food grade salt shall be iodised in iodine-deficient areas, with iodine levels established by national authorities. However, unless the country has national legislation and/or a standard for food grade salt indicating iodization, GFDx assumes the country has not followed the Harmonised Standard.",0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,"Worldatlas. The World's Top Salt Producing Countries. Extracted 22/January/2019. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 22/January/2019. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 22/January/2019. [https://bit.ly/2DrALBQ]","Worldatlas. The World's Top Salt Producing Countries. Extracted 22/January/2019. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 22/January/2019. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 22/January/2019. [https://bit.ly/2DrALBQ]",This country does not appear to have any significant domestic salt production. Hence we assume having an external monitoring protocol is not applicable.,Not applicable,"IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]","IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]",Country is a salt importer. Hence we assume having an import monitoring protocol is applicable.
196,Seychelles,0,Africa,High income,Wheat flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
197,Sierra Leone,0,Africa,Low income,Maize flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
197,Sierra Leone,2010,Africa,Low income,Oil,YES,"No Author. Sierra Leone Standard, SLS 41:2010, Animal and Vegetable Fats and Oils - Specification for Fortified Palm Olein Oil. Sierra Leone. 2010.",Standard denotes that palm olein oil shall be fortified.,2010,"No Author. Sierra Leone Standard, SLS 41:2010, Animal and Vegetable Fats and Oils - Specification for Fortified Palm Olein Oil. Sierra Leone. 2010.","No effective date, assumed immediately.",2010,,,NO,0,,,Subset,This Sierra Leone Standard specifies the requirements for fortified palm olein. The Standard does apply to palm oil and palm kernel oil which must be further processed in order to render it suitable for human consumption.,Domestically produced,Imports,,Not specified. Assumed domestically produced and imported.,Household,Processed food,,,Not specified. Assumed household and processed food uses.,"No Author. Sierra Leone Standard, SLS 41:2010, Animal and Vegetable Fats and Oils - Specification for Fortified Palm Olein Oil. Sierra Leone. 2010.","No Author. Sierra Leone Standard, SLS 41:2010, Animal and Vegetable Fats and Oils - Specification for Fortified Palm Olein Oil. Sierra Leone. 2010.",Unknown,,,,Not applicable,,,
197,Sierra Leone,0,Africa,Low income,Rice,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
197,Sierra Leone,0,Africa,Low income,Salt,NO,"Personal communication: Kajali Paintal, Nutrition Specialist, UNICEF, Sierra Leone.  Republic of Sierra Leone. 14/June/2017.","ECOWAS Resolution A/RES/5/8/94 on the Mandatory Iodisation of Salt in ECOWAS Member States ""suggests that....all Member States should enact by the end of 1994, laws making it mandatory to iodise salt produced and imported for human or animal consumption...."" [shorturl.at/fpqRU] however it appears that Sierra Leone has not enacted such legislation.",0,,,0,,,YES,2010,"Sierra Leone Standard SLS 30:2010,Spices and Condiments - Specification for salt fortified with iodine. Republic of Sierra Leone. 2010.","Sierra Leone is a member of ECOWAS which passed Resolution A/RES/5/8/94 on the Mandatory Iodisation of Salt which ""suggests that....all Member States should enact by the end of 1994, laws making it mandatory to iodise salt produced and imported for human or animal consumption...."" [shorturl.at/fpqRU] however it appears that Sierra Leone has not enacted such legislation. Sierra Leone does however have a standard for iodized salt indicating minimum levels of iodine in salt. GFDx has therefore categorised Sierra Leone as having voluntary salt iodization.",,,,,,,,,,,,,,Not applicable,,,Not applicable because this country does not have mandatory fortification.,Not applicable,,,This country has voluntary salt iodization.
197,Sierra Leone,0,Africa,Low income,Wheat flour,NO,,,0,,,0,,,YES,2010,"No Author. Sierra Leone Standard, SLS 39:2010, Cereals and Pulses - Specification for fortified soft wheat flour. Sierra Leone. 2010.",,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
200,Singapore,0,Asia,High income,Maize flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
200,Singapore,0,Asia,High income,Oil,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
200,Singapore,0,Asia,High income,Rice,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
200,Singapore,0,Asia,High income,Salt,NO,"Personal communication: Karen Codling, Regional Coordinator, Iodine Global Network. Kingdom of Thailand. July/2017.",,0,,,0,,,YES,2006,"No author. Sale Of Food Act (Chapter 283, Section 56 (1))  Food Regulations. Republic of Singapore. 01/September/2006. [http://bit.ly/2uhsKdR]",,,,,,,,,,,,,,,Not applicable,,,Not applicable because this country does not have mandatory fortification.,Not applicable,,,This country has voluntary salt iodization.
200,Singapore,0,Asia,High income,Wheat flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
199,Slovakia,0,Europe,High income,Maize flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
199,Slovakia,0,Europe,High income,Oil,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
199,Slovakia,0,Europe,High income,Rice,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
199,Slovakia,2005,Europe,High income,Salt,YES,"Ministry of Agriculture and Rural Development. Decree of the Ministry of Agriculture and Rural Development of the Slovak Republic on snacks, edible salt, dehydrated dishes, soups and flavourings. Decree No. 309/2015 Coll. Slovak Republic. 4/November/2015. [https://bit.ly/2U7kYNQ]","Replaces original Decree - No. 2089/2005-100 of 6 April 2005. Types of edible salt are only iodized, iodized and flouridized and low sodium salt.",2005,Ministry of Agriculture of the Slovak Republic and Ministry of Health of the Slovak Republic. Food Code of the Slovak Republic amending seasonings (No. 2089 / 2005-100). Slovak Republic. 06/April/2005. [http://bit.ly/2iseMSC],"Although a 1966 Decree on healthy living appears to recognize iodized salt as a public health intervention, a requirement to iodized salt only appears to have been issued in 2005 through the Food Code. Decree No 2089/2005 replaced by Decree No. 309/2015",2005,,,NO,0,,,All,"Edible salt with additional substances is divided into edible salt:  a) iodized,  b) iodized with fluoride,    c) reduced sodium chloride.   NB. This is an exemption rather than a subset",Domestically produced,Imports,,As origins were not specified it was assumed the scope of the law applies to all domestically produced and imported product and excludes exports,Household,Processed food,Animal feed,,"""Edible salt according to #15 (1) ie. evaporated, sea, rock, must be iodized.","Ministry of Agriculture and Rural Development. Decree of the Ministry of Agriculture and Rural Development of the Slovak Republic on snacks, edible salt, dehydrated dishes, soups and flavourings. Decree No. 309/2015 Coll. Slovak Republic. 4/November/2015. [https://bit.ly/2U7kYNQ]","Ministry of Agriculture and Rural Development. Decree of the Ministry of Agriculture and Rural Development of the Slovak Republic on snacks, edible salt, dehydrated dishes, soups and flavourings. Decree No. 309/2015 Coll. Slovak Republic. 4/November/2015. [https://bit.ly/2U7kYNQ]",Not applicable,"Assoc. Prof. Ján Podoba, MD, PhD. Cancer Institute and Slovak Medical University. GFDx Survey 2019. Personal comunication. Slovakia. 2019","Assoc. Prof. Ján Podoba, MD, PhD. Cancer Institute and Slovak Medical University. GFDx Survey 2019. Personal comunication. Slovakia. 2019",All salt is imported from Austria since 2005. Hence we assume having an external monitoring protocol is not applicable.,Unknown,"IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]","IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]",Country is a salt importer. Hence we assume having an import monitoring protocol is applicable.
